crop,season,soil_type,sown_month,harvested_month,water_source,ph,crop_duration_days,temperature,humidity,n,p,k
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.3,84.2,23.0,51.2,116.6,57.5,50.3
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.5,86.1,21.5,53.2,115.9,47.2,54.8
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.1,88.0,22.0,56.9,104.5,57.9,41.8
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.6,88.8,21.0,58.0,84.2,57.2,49.3
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,7.0,88.6,21.7,57.4,99.2,41.6,41.0
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.7,89.3,21.1,58.3,111.4,50.5,44.9
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.2,81.2,23.0,51.9,81.8,42.9,49.2
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.1,83.6,22.2,59.1,95.2,45.4,45.6
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.3,86.2,23.6,52.4,111.7,45.6,48.0
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.7,81.6,22.7,55.0,106.1,46.3,40.9
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.0,85.7,22.2,50.9,92.8,50.9,44.1
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.3,85.5,23.8,50.4,103.5,51.8,59.6
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.9,88.7,23.1,55.1,86.2,42.0,43.7
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.2,85.0,21.6,56.7,82.2,42.8,49.4
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.0,82.1,21.7,50.4,120.0,58.5,52.4
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.3,86.0,23.8,58.1,91.3,44.5,43.4
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.8,88.7,22.3,54.9,87.4,52.3,59.5
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.0,85.9,21.4,53.5,113.9,43.0,49.9
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.8,86.1,23.1,51.4,106.1,42.7,59.5
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.2,82.7,23.7,59.6,115.2,53.8,57.6
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.5,85.9,23.9,53.7,115.3,42.9,46.9
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.9,86.4,24.0,58.3,90.1,59.9,45.1
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,7.0,88.0,23.5,51.9,118.6,42.0,58.4
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.1,88.8,21.1,57.1,107.9,52.1,59.0
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.1,83.0,21.3,58.0,100.3,41.2,59.1
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.8,87.0,22.9,59.2,92.1,59.6,45.9
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.7,88.5,21.6,59.0,93.4,42.6,42.6
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.3,80.3,23.8,54.9,115.7,56.9,42.0
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.9,83.1,23.1,56.4,103.9,47.0,52.2
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.3,87.0,21.8,57.7,111.1,43.4,47.0
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.1,83.6,22.0,52.6,91.4,42.3,45.6
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,7.0,85.5,23.7,53.3,117.3,41.6,48.7
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.8,83.9,23.7,59.2,94.8,46.4,55.4
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.1,85.2,21.8,55.7,89.1,46.2,41.6
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,7.0,89.2,23.6,52.1,118.6,57.7,55.6
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.6,80.8,23.7,55.1,98.7,55.9,57.6
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.4,85.2,23.1,56.6,108.1,56.3,46.0
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.0,84.6,23.2,55.8,83.6,47.4,43.0
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.9,88.5,21.0,52.8,87.6,43.1,40.9
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.6,86.5,21.1,54.8,100.2,50.3,59.5
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.1,80.9,22.2,51.7,96.0,54.5,43.0
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.1,88.5,23.6,59.8,81.0,49.2,42.1
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.0,88.7,23.1,52.8,108.6,58.3,51.2
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.9,86.7,22.7,58.0,90.5,57.4,41.9
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,7.0,83.3,23.0,59.1,106.9,43.0,58.7
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.8,87.4,22.5,53.0,89.8,54.8,52.7
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.1,85.9,23.3,53.7,114.6,43.6,54.6
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.1,85.5,22.9,55.2,81.5,55.2,55.7
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.2,87.8,22.6,55.3,114.2,43.3,40.6
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.6,89.6,23.2,58.3,94.2,43.9,56.9
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.8,83.7,21.5,57.4,99.2,49.4,48.8
Wheat,Rabi,Loamy,Nov,May,Irrigated,7.0,83.9,22.5,58.9,94.3,58.8,51.7
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.4,82.1,21.2,53.5,115.9,41.1,59.1
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.2,85.8,22.9,55.5,87.5,58.5,49.7
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.2,85.7,22.9,59.9,80.8,50.9,50.0
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.1,89.9,22.5,59.5,116.9,52.3,58.9
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.9,87.7,21.5,51.8,118.6,54.4,44.0
Wheat,Rabi,Loamy,Nov,May,Irrigated,7.0,83.2,22.3,51.7,94.8,55.9,49.5
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.9,88.3,21.2,53.8,84.1,49.8,42.0
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.3,87.6,23.4,56.3,119.6,58.8,43.6
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.6,82.3,23.2,52.0,114.0,57.0,49.4
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.9,83.6,22.6,59.0,93.4,52.8,47.5
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.5,81.7,22.3,50.7,92.8,56.5,41.3
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.1,86.8,23.7,59.9,93.6,42.7,52.3
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.3,85.6,21.1,58.4,84.2,51.1,59.9
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,7.0,86.0,22.2,59.7,84.6,51.2,59.7
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.7,87.0,22.6,55.2,98.9,49.8,57.1
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,7.0,83.7,22.2,56.8,108.6,40.9,48.3
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.2,84.2,21.7,57.3,82.7,41.8,52.5
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.9,88.9,23.2,54.1,87.8,53.8,53.6
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.9,86.4,22.7,55.7,105.8,59.2,43.9
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.7,84.6,21.7,54.7,87.6,56.0,51.0
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.2,88.5,23.7,59.9,83.6,48.2,48.1
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,7.0,88.2,22.2,51.1,104.0,45.9,43.2
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.5,88.5,23.6,58.7,105.7,54.7,47.3
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.2,88.9,21.6,51.6,105.1,56.8,52.9
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.2,85.7,23.3,57.1,100.7,47.0,51.1
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.6,84.6,22.5,53.5,101.9,53.4,44.0
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.9,85.4,21.2,54.7,106.7,56.3,50.7
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.7,87.8,22.8,51.6,80.9,44.8,53.9
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.9,88.7,23.2,54.9,101.3,45.3,59.5
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.9,81.5,21.5,51.5,89.0,40.1,44.4
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.7,83.1,23.0,57.7,104.7,42.7,47.9
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.8,88.2,23.6,58.9,90.9,52.8,44.2
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.4,82.6,21.5,53.4,96.8,55.3,57.2
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.9,87.7,21.5,56.6,91.8,45.2,50.6
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.1,84.2,24.0,58.6,81.8,52.9,46.8
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.5,83.5,23.4,57.4,80.9,50.2,40.6
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,7.0,84.8,21.5,58.7,107.9,55.5,40.2
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,7.0,84.8,21.7,50.8,84.8,43.8,57.4
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.1,86.4,23.4,51.6,114.2,42.3,49.5
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.9,81.4,22.6,52.0,99.2,44.0,54.2
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.9,80.7,22.7,57.9,105.4,54.1,44.3
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.1,80.6,22.1,53.8,111.0,43.0,53.9
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.6,85.9,21.2,54.3,97.1,40.2,50.8
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.5,83.8,23.1,57.5,87.8,53.1,42.0
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.1,81.9,22.5,50.1,109.2,58.6,55.5
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.9,88.6,21.9,52.7,89.8,46.4,53.7
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.2,85.1,21.4,59.8,87.7,58.3,50.6
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.3,84.6,23.7,51.3,114.9,54.6,50.1
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.6,88.4,21.8,50.6,103.2,53.3,58.0
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.0,81.6,23.0,51.6,104.1,45.4,56.3
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.6,87.3,22.0,50.3,96.8,52.1,56.2
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.2,83.5,22.9,58.2,96.3,49.1,55.2
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.7,89.3,22.3,54.0,103.1,49.3,50.6
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.5,82.2,23.4,54.0,112.0,52.7,51.4
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.8,88.0,22.2,58.1,106.6,55.4,59.2
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.5,80.3,22.5,54.3,116.4,52.2,47.0
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.1,84.5,21.6,56.9,97.3,44.1,55.8
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.6,90.0,21.3,50.1,114.5,45.2,59.4
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.9,89.0,21.5,54.4,106.8,41.2,53.7
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.6,80.4,21.8,55.7,117.4,47.3,45.2
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.7,81.1,21.4,58.2,116.0,40.9,50.4
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.6,87.8,23.7,52.1,93.8,53.5,54.0
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.3,87.7,22.0,55.2,107.2,49.7,55.0
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.6,82.5,21.8,59.9,93.5,48.9,48.3
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.2,86.1,23.2,58.2,119.5,53.5,47.1
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.9,84.9,22.6,50.6,118.9,49.3,55.7
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,7.0,83.0,22.9,54.2,87.7,59.1,51.8
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.7,87.6,21.7,55.0,118.5,40.9,60.0
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.5,80.8,23.7,54.4,92.5,58.4,45.6
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.8,80.4,22.3,52.5,117.8,58.2,51.0
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.1,83.9,22.9,52.5,107.2,54.5,52.0
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.3,87.0,22.7,53.3,89.6,54.4,41.1
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.0,85.3,22.5,59.7,103.6,41.9,41.3
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.1,89.0,22.6,54.3,109.3,50.2,43.3
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.5,88.7,23.5,58.9,104.5,42.5,42.3
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.4,89.1,23.4,59.4,119.5,40.2,51.3
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.3,88.8,24.0,56.1,88.7,54.6,55.8
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.9,89.8,23.7,59.2,101.8,55.4,45.6
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.1,89.4,22.7,52.2,107.6,48.5,41.2
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.3,83.1,21.6,58.1,88.4,57.3,55.8
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.7,87.3,23.6,59.0,92.9,53.1,56.6
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.7,80.2,21.7,59.5,111.9,57.0,40.1
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.3,88.9,22.7,56.4,81.8,57.1,51.4
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.7,87.4,22.6,58.4,116.4,43.0,50.8
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.3,81.8,21.4,56.5,93.0,43.2,55.6
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.7,86.3,22.5,52.0,109.5,59.6,42.2
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.8,89.0,21.9,56.4,102.6,43.8,48.1
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.1,88.4,22.1,53.0,94.9,48.4,49.6
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.3,84.0,21.2,54.9,86.0,59.6,40.0
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.7,81.5,21.5,54.3,119.5,48.1,47.8
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.5,87.5,23.9,53.3,106.9,59.6,50.9
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.7,84.4,21.5,57.1,84.1,58.2,59.7
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.6,81.7,21.2,56.0,99.1,47.0,52.3
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.7,89.5,21.2,59.3,92.8,55.3,42.8
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.7,84.4,21.0,50.7,88.0,49.0,47.8
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.9,85.2,21.9,54.4,98.9,54.7,42.4
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.3,82.4,21.0,57.3,103.3,48.3,44.9
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.9,87.8,24.0,55.7,91.3,59.6,53.2
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.9,85.9,22.6,51.3,86.5,48.5,56.5
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.4,82.5,23.3,52.9,114.2,43.3,43.0
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.2,82.5,21.5,51.1,103.8,47.7,53.4
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.1,82.9,21.0,51.4,114.6,47.9,40.9
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.5,88.7,22.8,56.7,102.5,48.8,50.7
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.3,82.9,23.7,55.0,114.7,49.8,40.0
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.5,86.1,21.9,54.5,105.6,46.4,41.6
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,7.0,82.9,21.6,53.4,103.0,40.2,49.3
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.7,86.5,23.9,50.5,91.1,44.6,49.0
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.4,85.5,23.9,57.7,81.9,50.4,40.9
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.9,88.8,23.2,56.7,92.7,53.0,57.8
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.0,84.7,21.5,52.6,90.3,42.4,41.8
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.7,87.8,21.8,52.3,98.7,47.2,53.2
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,7.0,84.3,23.4,53.0,103.6,54.3,56.1
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,7.0,84.0,22.9,53.5,83.0,56.6,47.3
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.4,83.1,21.4,55.7,104.4,50.0,49.8
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.3,83.3,23.9,50.8,102.7,58.6,40.4
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.4,80.4,21.7,51.4,115.5,50.6,52.4
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.1,86.7,21.7,52.9,105.5,42.2,41.5
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.7,86.9,21.9,52.5,89.4,49.4,56.1
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.7,85.8,22.0,51.3,105.2,47.1,43.4
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.8,87.3,21.9,56.6,101.1,50.6,48.7
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.1,83.1,22.5,58.7,108.3,54.8,44.0
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.8,86.0,23.5,55.9,85.5,53.1,56.1
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.8,81.6,21.9,56.0,118.1,45.9,54.0
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.8,81.4,23.9,50.3,80.6,52.6,44.8
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.7,84.9,22.8,51.1,91.3,43.3,57.5
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.5,89.6,23.5,57.4,119.7,49.0,46.1
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.9,84.8,22.3,52.5,116.3,49.4,57.8
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.1,85.3,23.0,50.4,106.5,50.1,58.7
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.1,84.4,23.8,51.8,90.4,58.7,57.5
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.6,87.7,22.5,50.7,117.3,49.6,46.6
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.8,86.7,22.7,50.8,93.3,50.6,55.2
Wheat,Rabi,Loamy,Nov,May,Irrigated,7.0,80.9,23.7,50.2,106.5,48.9,57.1
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.3,86.5,22.3,51.6,114.2,56.6,59.8
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.7,85.4,23.2,59.4,98.0,44.1,58.5
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.9,87.3,21.1,51.4,93.3,49.4,59.4
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.1,80.5,21.0,58.9,101.5,41.4,40.6
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.1,88.4,21.7,58.0,106.6,59.4,43.8
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.6,88.4,21.4,56.7,100.0,44.5,57.4
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.2,85.8,22.9,50.5,81.1,57.9,47.6
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.6,88.8,21.3,56.9,105.0,52.5,48.9
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.4,81.5,22.5,57.6,94.7,47.2,50.6
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.4,89.5,21.2,51.2,109.2,48.3,48.3
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.4,82.2,23.0,58.1,116.6,47.2,53.7
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.4,88.0,21.2,55.5,103.8,53.7,43.3
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.6,88.8,22.6,51.8,82.2,52.5,40.2
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.0,82.6,21.8,56.5,93.1,43.3,50.5
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.2,85.5,22.6,57.0,98.5,55.5,41.9
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.2,84.0,22.7,51.6,89.9,59.7,41.1
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.5,89.3,22.2,54.2,112.6,42.8,58.4
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.3,84.2,23.3,50.5,91.8,47.8,59.1
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.5,80.0,22.1,53.0,115.5,48.4,53.1
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.8,81.5,22.3,55.2,84.2,41.3,51.6
Wheat,Rabi,Loamy,Nov,May,Rainfed,7.0,84.5,22.1,57.9,105.9,52.0,42.0
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.7,83.3,21.9,56.9,106.7,49.3,55.0
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.5,87.9,24.0,58.0,91.6,56.2,44.4
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.3,89.0,21.5,51.8,92.0,50.1,57.6
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.8,86.1,21.9,55.2,100.3,48.7,46.1
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.7,84.1,21.2,53.9,90.6,52.9,50.6
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.2,80.8,23.3,57.9,103.2,44.6,48.2
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.6,84.2,22.2,59.6,85.5,42.4,45.0
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.3,87.8,23.7,58.4,115.4,51.7,54.1
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.0,84.5,21.1,57.3,102.8,40.1,59.9
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.9,89.8,22.7,57.0,85.4,56.0,50.5
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.1,87.3,22.0,56.5,90.6,45.8,58.8
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.1,87.9,22.7,51.7,99.8,50.1,49.1
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.9,81.6,21.9,56.8,87.0,48.9,48.5
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.6,80.8,21.9,55.7,97.4,51.0,53.6
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.6,87.6,21.5,55.2,107.0,54.7,56.8
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.2,89.0,22.2,57.9,84.2,57.2,53.5
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.0,85.7,23.7,55.9,85.1,54.1,56.6
Wheat,Rabi,Loamy,Nov,May,Rainfed,7.0,88.5,23.9,54.6,103.7,59.5,47.2
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.6,82.0,22.8,51.9,112.1,53.7,42.6
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.9,85.9,21.2,51.6,98.2,40.6,42.0
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.1,87.7,21.3,54.2,110.6,60.0,47.8
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.3,81.4,23.7,55.1,93.6,42.9,50.1
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,7.0,83.5,23.1,59.4,90.7,45.9,54.1
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.1,82.5,22.8,54.7,114.8,48.2,52.6
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.1,81.6,23.9,54.2,116.8,59.9,46.5
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.4,80.7,22.0,58.1,110.8,40.1,45.2
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.6,84.4,23.8,59.3,101.0,53.6,42.0
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.6,83.3,22.8,59.1,100.9,52.6,47.4
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.3,85.6,22.9,50.8,114.0,41.6,50.2
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.9,89.6,22.6,51.3,107.2,54.2,40.7
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.6,85.6,21.6,51.8,105.5,41.5,48.9
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.5,81.4,21.9,53.9,103.6,57.3,58.6
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.3,86.7,23.5,55.4,114.9,45.8,57.6
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.2,84.6,23.7,56.1,94.9,58.6,47.1
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.0,86.0,21.4,57.7,81.9,51.9,47.4
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.5,88.7,22.1,56.0,114.1,58.7,50.2
Wheat,Rabi,Loamy,Dec,Jun,Irrigated,6.2,85.0,22.6,54.7,119.8,50.2,40.1
Wheat,Rabi,Loamy,Oct,Apr,Rainfed,6.4,88.2,21.9,50.3,116.7,50.1,41.8
Wheat,Rabi,Loamy,Nov,May,Irrigated,6.0,87.2,23.7,53.3,117.5,42.3,43.3
Wheat,Rabi,Loamy,Dec,Jun,Rainfed,6.6,82.6,21.0,51.7,92.8,47.0,45.3
Wheat,Rabi,Loamy,Oct,Apr,Irrigated,6.9,86.0,23.1,51.0,116.8,47.5,57.5
Wheat,Rabi,Loamy,Nov,May,Rainfed,6.2,80.4,22.4,52.9,80.3,59.0,40.3
